State,Year,Average Temperature (F)
Missouri,198707,78.4
Missouri,198708,77.1
Missouri,198709,67.4
Missouri,198710,51.7
Missouri,198711,47
Missouri,198712,35.8
Missouri,198801,27.7
Missouri,198802,30.2
Missouri,198803,44.2
Missouri,198804,54.7
Missouri,198805,66.2
Missouri,198806,75.2
Missouri,198807,77.3
Missouri,198808,78.6
Missouri,198809,68.5
Missouri,198810,51.5
Missouri,198811,45.3
Missouri,198812,35.4
Missouri,198901,38.3
Missouri,198902,25.6
Missouri,198903,44.2
Missouri,198904,55.8
Missouri,198905,62.2
Missouri,198906,70.5
Missouri,198907,76.2
Missouri,198908,74.6
Missouri,198909,63.7
Missouri,198910,58.1
Missouri,198911,44.6
Missouri,198912,22.6
Missouri,199001,39.3
Missouri,199002,39.7
Missouri,199003,46.9
Missouri,199004,53.6
Missouri,199005,60.7
Missouri,199006,73.9
Missouri,199007,76.5
Missouri,199008,75
Missouri,199009,71.1
Missouri,199010,54.9
Missouri,199011,50.1
Missouri,199012,32.7
Missouri,199101,26.5
Missouri,199102,39.9
Missouri,199103,48.2
Missouri,199104,57.8
Missouri,199105,69.1
Missouri,199106,75.4
Missouri,199107,78.1
Missouri,199108,76.3
Missouri,199109,67.6
Missouri,199110,57.6
Missouri,199111,39
Missouri,199112,37.3
Missouri,199201,35.4
Missouri,199202,41.1
Missouri,199203,47
Missouri,199204,54.8
Missouri,199205,62.3
Missouri,199206,69.9
Missouri,199207,75.6
Missouri,199208,69.9
Missouri,199209,65.9
Missouri,199210,56.1
Missouri,199211,42
Missouri,199212,34.2
Missouri,199301,29.6
Missouri,199302,30.7
Missouri,199303,40.6
Missouri,199304,51.2
Missouri,199305,63.4
Missouri,199306,72
Missouri,199307,78.4
Missouri,199308,77.4
Missouri,199309,63.3
Missouri,199310,53.5
Missouri,199311,40.4
Missouri,199312,35.2
Missouri,199401,26.2
Missouri,199402,32.5
Missouri,199403,45.6
Missouri,199404,55.5
Missouri,199405,62.3
Missouri,199406,75.1
Missouri,199407,75.2
Missouri,199408,73.7
Missouri,199409,65.8
Missouri,199410,58
Missouri,199411,48.1
Missouri,199412,38.2
Missouri,199501,29.4
Missouri,199502,36
Missouri,199503,46.2
Missouri,199504,53.6
Missouri,199505,60.9
Missouri,199506,71.6
Missouri,199507,77.1
Missouri,199508,79.9
Missouri,199509,64.8
Missouri,199510,57.4
Missouri,199511,40.5
Missouri,199512,32.8
Missouri,199601,27.7
Missouri,199602,35.4
Missouri,199603,38.2
Missouri,199604,52.3
Missouri,199605,65.7
Missouri,199606,72.8
Missouri,199607,74.9
Missouri,199608,74.8
Missouri,199609,64.8
Missouri,199610,56.6
Missouri,199611,38.1
Missouri,199612,34
Missouri,199701,26.4
Missouri,199702,37.4
Missouri,199703,47
Missouri,199704,50
Missouri,199705,59.8
Missouri,199706,71.5
Missouri,199707,77.7
Missouri,199708,73.8
Missouri,199709,68.4
Missouri,199710,56.9
Missouri,199711,41.2
Missouri,199712,34.1
Missouri,199801,35.3
Missouri,199802,41.2
Missouri,199803,41.1
Missouri,199804,54
Missouri,199805,69.2
Missouri,199806,73.6
Missouri,199807,78
Missouri,199808,76.8
Missouri,199809,73.4
Missouri,199810,58.6
Missouri,199811,48.4
Missouri,199812,36.4
Missouri,199901,30.6
Missouri,199902,42.4
Missouri,199903,42.3
Missouri,199904,56.9
Missouri,199905,63.8
Missouri,199906,72.6
Missouri,199907,80
Missouri,199908,75.6
Missouri,199909,66.5
Missouri,199910,56.9
Missouri,199911,52
Missouri,199912,36.8
Missouri,200001,33
Missouri,200002,42.2
Missouri,200003,48.2
Missouri,200004,54.4
Missouri,200005,67.2
Missouri,200006,71.2
Missouri,200007,76.1
Missouri,200008,79.5
Missouri,200009,69
Missouri,200010,60.1
Missouri,200011,39.8
Missouri,200012,21.1
Missouri,200101,29.4
Missouri,200102,34.3
Missouri,200103,40.1
Missouri,200104,60.5
Missouri,200105,65.9
Missouri,200106,71.7
Missouri,200107,78.9
Missouri,200108,77.2
Missouri,200109,66.3
Missouri,200110,55.8
Missouri,200111,51.1
Missouri,200112,38.5
Missouri,200201,35.1
Missouri,200202,37.3
Missouri,200203,40.5
Missouri,200204,57.3
Missouri,200205,61.4
Missouri,200206,74.7
Missouri,200207,79
Missouri,200208,76.9
Missouri,200209,70.8
Missouri,200210,53.1
Missouri,200211,42
Missouri,200212,35.7
Missouri,200301,27.4
Missouri,200302,31.2
Missouri,200303,44.6
Missouri,200304,56.7
Missouri,200305,63.5
Missouri,200306,69.2
Missouri,200307,78.1
Missouri,200308,78.8
Missouri,200309,64.8
Missouri,200310,57.2
Missouri,200311,46.3
Missouri,200312,36.2
Missouri,200401,29.8
Missouri,200402,33.1
Missouri,200403,48.3
Missouri,200404,56.2
Missouri,200405,67
Missouri,200406,70.8
Missouri,200407,74.3
Missouri,200408,70.7
Missouri,200409,68.5
Missouri,200410,58.4
Missouri,200411,47.8
Missouri,200412,34.7
Missouri,200501,33.3
Missouri,200502,40.1
Missouri,200503,43.4
Missouri,200504,56.8
Missouri,200505,63.2
Missouri,200506,75.2
Missouri,200507,78
Missouri,200508,77.8
Missouri,200509,72
Missouri,200510,56.9
Missouri,200511,47.3
Missouri,200512,30.8
Missouri,200601,41.2
Missouri,200602,34.2
Missouri,200603,45.9
Missouri,200604,60.9
Missouri,200605,64.6
Missouri,200606,73.5
Missouri,200607,78.9
Missouri,200608,78.4
Missouri,200609,64.9
Missouri,200610,53.8
Missouri,200611,46.5
Missouri,200612,38.2
Missouri,200701,31.7
Missouri,200702,29.4
Missouri,200703,53
Missouri,200704,52.3
Missouri,200705,68.3
Missouri,200706,73.4
Missouri,200707,75.9
Missouri,200708,81.3
Missouri,200709,70.5
Missouri,200710,60
Missouri,200711,45.2
Missouri,200712,33.2
Missouri,200801,30.8
Missouri,200802,31
Missouri,200803,43.2
Missouri,200804,52.2
Missouri,200805,62.4
Missouri,200806,73.5
Missouri,200807,76.6
Missouri,200808,73.9
Missouri,200809,67.2
Missouri,200810,55.7
Missouri,200811,43.7
Missouri,200812,31
Missouri,200901,27.7
Missouri,200902,38.4
Missouri,200903,46.5
Missouri,200904,53.4
Missouri,200905,63.8
Missouri,200906,74.6
Missouri,200907,72.8
Missouri,200908,72.6
Missouri,200909,66.6
Missouri,200910,50.9
Missouri,200911,49.8
Missouri,200912,30.6
Missouri,201001,25.5
Missouri,201002,28.4
Missouri,201003,45
Missouri,201004,60.5
Missouri,201005,64.5
Missouri,201006,77.3
Missouri,201007,79.1
Missouri,201008,79
Missouri,201009,68.8
Missouri,201010,58.3
Missouri,201011,46.5
Missouri,201012,29.6
Missouri,201101,26.7
Missouri,201102,33.2
Missouri,201103,45.1
Missouri,201104,56.8
Missouri,201105,62.8
Missouri,201106,75.8
Missouri,201107,82.7
Missouri,201108,77.8
Missouri,201109,64.8
Missouri,201110,57.2
Missouri,201111,47.4
Missouri,201112,37.4
Missouri,201201,36.3
Missouri,201202,39.9
Missouri,201203,58.1
Missouri,201204,59
Missouri,201205,69.5
Missouri,201206,74.8
Missouri,201207,83.6
Missouri,201208,76.2
Missouri,201209,67
Missouri,201210,54.3
Missouri,201211,45.1
Missouri,201212,38.8
Missouri,201301,33.8
Missouri,201302,34.4
Missouri,201303,38.3
Missouri,201304,52.1
Missouri,201305,63.4
Missouri,201306,73
Missouri,201307,75
Missouri,201308,74.6
Missouri,201309,70.7
Missouri,201310,55.9
Missouri,201311,41.8
Missouri,201312,30.3
Missouri,201401,25.8
Missouri,201402,26.5
Missouri,201403,39.5
Missouri,201404,55.1
Missouri,201405,65.3
Missouri,201406,73.7
Missouri,201407,72.6
Missouri,201408,76.6
Missouri,201409,67.1
Missouri,201410,57.8
Missouri,201411,37.8
Missouri,201412,36.7
Missouri,201501,31.2
Missouri,201502,26.2
Missouri,201503,44.5
Missouri,201504,57.7
Missouri,201505,64.8
Missouri,201506,74.3
Missouri,201507,77.4
Missouri,201508,73.4
Missouri,201509,71.6
Missouri,201510,57.7
Missouri,201511,48.9
Missouri,201512,42.4
Missouri,201601,30.9
Missouri,201602,39.1
Missouri,201603,50.4
Missouri,201604,57.3
Missouri,201605,62.7
Missouri,201606,76.9
Missouri,201607,78.1
Missouri,201608,76.7
Missouri,201609,71.7
Missouri,201610,62.1
Missouri,201611,51
Missouri,201612,32.4
Missouri,201701,35.4
Missouri,201702,45.1
Missouri,201703,48.4
Missouri,201704,58.5
Missouri,201705,64.1
Missouri,201706,73.5
Missouri,201707,78.8
Missouri,201708,72.1
Missouri,201709,70.4
Missouri,201710,59
Missouri,201711,46.2
Missouri,201712,34.3
Missouri,201801,28
Missouri,201802,35.6
Missouri,201803,44
Missouri,201804,48.2
Missouri,201805,72.5
Missouri,201806,77.4
Missouri,201807,78.2
Missouri,201808,76.4
Missouri,201809,71.3
Missouri,201810,56.4
Missouri,201811,37.6
Missouri,201812,36.8
Missouri,201901,31
Missouri,201902,33
Missouri,201903,40.9
Missouri,201904,56.7
Missouri,201905,64.5
Missouri,201906,72.4
Missouri,201907,77.6
Missouri,201908,75.3
Missouri,201909,74.8
Missouri,201910,54.3
Missouri,201911,40.2
Missouri,201912,39
Missouri,202001,34.5
Missouri,202002,35.4
Missouri,202003,48.8
Missouri,202004,53.1
Missouri,202005,62
Missouri,202006,75.1
Missouri,202007,79.2
Missouri,202008,74.2
Missouri,202009,67.3
Missouri,202010,53.6
Missouri,202011,49.6
Missouri,202012,36.3
Missouri,202101,33.6
Missouri,202102,24.4
Missouri,202103,49.9
Missouri,202104,54.2
Missouri,202105,62.3
Missouri,202106,74.9
Missouri,202107,76.7
Missouri,202108,77.4
Missouri,202109,71.5
Missouri,202110,60.5
Missouri,202111,45.5
Missouri,202112,44.7
Missouri,202201,28.4
Missouri,202202,32.5
Missouri,202203,46.1
Missouri,202204,53
Missouri,202205,65.9
Missouri,202206,75.3
Missouri,202207,79.8
Missouri,202208,76.4
Missouri,202209,69.5
Missouri,202210,56
Missouri,202211,44.3
Missouri,202212,33.1
Missouri,202301,37.2
Missouri,202302,39.9
Missouri,202303,43.8
Missouri,202304,56.2
Missouri,202305,66.1
Missouri,202306,73.9
Missouri,202307,77.9
Missouri,202308,76.5
Missouri,202309,70.4
Missouri,202310,58.8
Missouri,202311,46.2
Missouri,202312,41.9
Missouri,202401,27.7
Missouri,202402,45.3
Missouri,202403,49.9
Missouri,202404,58.6
Missouri,202405,68
Missouri,202406,75.8
Missouri,202407,76.1
Missouri,202408,75.7
Missouri,202409,69.8
Missouri,202410,61.4
Missouri,202411,48.8
Missouri,202412,37.8
Missouri,202501,26.8
Missouri,202502,32
Missouri,202503,51.5
Missouri,202504,57.2
Montana,Date,Value
Montana,195501,18.7
Montana,195502,16.5
Montana,195503,21.5
Montana,195504,39.1
Montana,195505,48.4
Montana,195506,56.9
Montana,195507,65.1
Montana,195508,66.2
Montana,195509,52.9
Montana,195510,45.4
Montana,195511,17.6
Montana,195512,15.9
Montana,195601,14.9
Montana,195602,16.6
Montana,195603,29.1
Montana,195604,38
Montana,195605,51.2
Montana,195606,61.5
Montana,195607,65.1
Montana,195608,62.1
Montana,195609,54.8
Montana,195610,43.8
Montana,195611,30.5
Montana,195612,24.9
Montana,195701,5.4
Montana,195702,19.9
Montana,195703,29.7
Montana,195704,38.6
Montana,195705,52.2
Montana,195706,57.8
Montana,195707,67.4
Montana,195708,63.8
Montana,195709,54.2
Montana,195710,40
Montana,195711,29.7
Montana,195712,29.8
Montana,195801,27
Montana,195802,22.2
Montana,195803,26.8
Montana,195804,40.2
Montana,195805,57.2
Montana,195806,56.7
Montana,195807,61.9
Montana,195808,67.1
Montana,195809,54.8
Montana,195810,45.3
Montana,195811,29
Montana,195812,22.9
Montana,195901,16.5
Montana,195902,13.6
Montana,195903,32.9
Montana,195904,39.9
Montana,195905,46.2
Montana,195906,60.4
Montana,195907,65.9
Montana,195908,63.3
Montana,195909,52
Montana,195910,40.3
Montana,195911,24.5
Montana,195912,27.6
Montana,196001,15.8
Montana,196002,18.3
Montana,196003,27.2
Montana,196004,39.9
Montana,196005,49.6
Montana,196006,58.4
Montana,196007,69.8
Montana,196008,62.6
Montana,196009,55.5
Montana,196010,44.8
Montana,196011,29.6
Montana,196012,22.2
Montana,196101,24.2
Montana,196102,30.7
Montana,196103,34.7
Montana,196104,37.5
Montana,196105,51.1
Montana,196106,64.9
Montana,196107,67.4
Montana,196108,69.1
Montana,196109,48.1
Montana,196110,42.1
Montana,196111,27
Montana,196112,16.9
Montana,196201,15
Montana,196202,19.8
Montana,196203,24.5
Montana,196204,44.3
Montana,196205,49.2
Montana,196206,58.7
Montana,196207,62.4
Montana,196208,62.8
Montana,196209,53.2
Montana,196210,46.3
Montana,196211,35
Montana,196212,27.1
Montana,196301,8.4
Montana,196302,29.6
Montana,196303,34.9
Montana,196304,39.8
Montana,196305,50.1
Montana,196306,58.3
Montana,196307,65.6
Montana,196308,65.3
Montana,196309,60
Montana,196310,49.5
Montana,196311,32.6
Montana,196312,18.8
Montana,196401,22.6
Montana,196402,26.2
Montana,196403,25.3
Montana,196404,40
Montana,196405,50.7
Montana,196406,57.4
Montana,196407,67.6
Montana,196408,61.2
Montana,196409,50.7
Montana,196410,45.6
Montana,196411,27.4
Montana,196412,11.7
Montana,196501,18.8
Montana,196502,20.7
Montana,196503,17.6
Montana,196504,40.3
Montana,196505,47.9
Montana,196506,56.8
Montana,196507,65
Montana,196508,63.1
Montana,196509,43.6
Montana,196510,47.9
Montana,196511,30.7
Montana,196512,24.3
Montana,196601,12.3
Montana,196602,19.4
Montana,196603,32.2
Montana,196604,37.3
Montana,196605,52.4
Montana,196606,57
Montana,196607,67.8
Montana,196608,62.4
Montana,196609,58.8
Montana,196610,43.5
Montana,196611,27.1
Montana,196612,22.4
Montana,196701,22.5
Montana,196702,25.7
Montana,196703,26.4
Montana,196704,35.4
Montana,196705,47.6
Montana,196706,56.4
Montana,196707,66.3
Montana,196708,66.4
Montana,196709,59.2
Montana,196710,44.6
Montana,196711,30.2
Montana,196712,17.6
Montana,196801,16.5
Montana,196802,25.7
Montana,196803,36.7
Montana,196804,38
Montana,196805,47.2
Montana,196806,56.5
Montana,196807,65
Montana,196808,60.8
Montana,196809,53.8
Montana,196810,43.2
Montana,196811,30.8
Montana,196812,13.9
Montana,196901,3.4
Montana,196902,16.9
Montana,196903,24
Montana,196904,45.1
Montana,196905,51.9
Montana,196906,55.5
Montana,196907,63.6
Montana,196908,67
Montana,196909,56.9
Montana,196910,36.4
Montana,196911,33.7
Montana,196912,24.4
Montana,197001,14.6
Montana,197002,26.5
Montana,197003,25.9
Montana,197004,35.1
Montana,197005,50.3
Montana,197006,61.6
Montana,197007,67
Montana,197008,66.6
Montana,197009,51
Montana,197010,39.8
Montana,197011,27.9
Montana,197012,18
Montana,197101,14.2
Montana,197102,22.7
Montana,197103,28.3
Montana,197104,40.5
Montana,197105,50.8
Montana,197106,58.1
Montana,197107,63.2
Montana,197108,70
Montana,197109,51.1
Montana,197110,40.6
Montana,197111,31.1
Montana,197112,14.3
Montana,197201,10.6
Montana,197202,19.9
Montana,197203,33.9
Montana,197204,39.5
Montana,197205,50.2
Montana,197206,60.6
Montana,197207,61.1
Montana,197208,65.6
Montana,197209,50.3
Montana,197210,40
Montana,197211,30.1
Montana,197212,13.7
Montana,197301,19.4
Montana,197302,24.6
Montana,197303,34.5
Montana,197304,37.8
Montana,197305,50.2
Montana,197306,59
Montana,197307,65.3
Montana,197308,66.2
Montana,197309,53
Montana,197310,45
Montana,197311,24.5
Montana,197312,23.9
Montana,197401,16.1
Montana,197402,28.5
Montana,197403,30.3
Montana,197404,42.9
Montana,197405,46.1
Montana,197406,61.4
Montana,197407,67.6
Montana,197408,60
Montana,197409,52.2
Montana,197410,45.8
Montana,197411,32.1
Montana,197412,25.6
Montana,197501,19.4
Montana,197502,15
Montana,197503,25.4
Montana,197504,32.5
Montana,197505,47.4
Montana,197506,55.8
Montana,197507,68.2
Montana,197508,60.8
Montana,197509,53.2
Montana,197510,42.2
Montana,197511,28
Montana,197512,24.1
Montana,197601,21.2
Montana,197602,28.2
Montana,197603,27.8
Montana,197604,42.4
Montana,197605,52.7
Montana,197606,56.5
Montana,197607,66.4
Montana,197608,64.1
Montana,197609,56.7
Montana,197610,41.6
Montana,197611,29.7
Montana,197612,24.9
Montana,197701,12.6
Montana,197702,30.8
Montana,197703,31.4
Montana,197704,45
Montana,197705,51.7
Montana,197706,62.1
Montana,197707,65
Montana,197708,60.4
Montana,197709,53.1
Montana,197710,43.9
Montana,197711,26.6
Montana,197712,16.5
Montana,197801,10
Montana,197802,16.3
Montana,197803,30.8
Montana,197804,41.6
Montana,197805,49.2
Montana,197806,58.6
Montana,197807,63.5
Montana,197808,62
Montana,197809,55.4
Montana,197810,44.6
Montana,197811,22
Montana,197812,12.6
Montana,197901,2.1
Montana,197902,14.4
Montana,197903,29.9
Montana,197904,37.6
Montana,197905,48.5
Montana,197906,59.3
Montana,197907,65.9
Montana,197908,64.6
Montana,197909,58.5
Montana,197910,46
Montana,197911,26.9
Montana,197912,28.3
Montana,198001,12.6
Montana,198002,23.7
Montana,198003,28.3
Montana,198004,46.1
Montana,198005,53.6
Montana,198006,58.9
Montana,198007,66.1
Montana,198008,59.8
Montana,198009,54.7
Montana,198010,44.1
Montana,198011,33.7
Montana,198012,23.8
Montana,198101,28.3
Montana,198102,26.5
Montana,198103,36
Montana,198104,43.7
Montana,198105,50.7
Montana,198106,55.7
Montana,198107,65.2
Montana,198108,66.6
Montana,198109,56.5
Montana,198110,41.7
Montana,198111,34.8
Montana,198112,21.8
Montana,198201,8
Montana,198202,18.3
Montana,198203,28.5
Montana,198204,36.6
Montana,198205,47.3
Montana,198206,57.3
Montana,198207,63.9
Montana,198208,65.1
Montana,198209,52.7
Montana,198210,42.3
Montana,198211,25.9
Montana,198212,22
Montana,198301,26.6
Montana,198302,30.9
Montana,198303,33.6
Montana,198304,38.7
Montana,198305,48.2
Montana,198306,57.6
Montana,198307,65.2
Montana,198308,69.7
Montana,198309,52.1
Montana,198310,44.7
Montana,198311,31.4
Montana,198312,3.4
Montana,198401,23.6
Montana,198402,31.3
Montana,198403,31.9
Montana,198404,40.7
Montana,198405,49.5
Montana,198406,57.8
Montana,198407,67.2
Montana,198408,67.8
Montana,198409,49.1
Montana,198410,38.5
Montana,198411,30
Montana,198412,12.7
Montana,198501,14.8
Montana,198502,17.1
Montana,198503,30.2
Montana,198504,44.6
Montana,198505,54.4
Montana,198506,57.9
Montana,198507,69.2
Montana,198508,60.9
Montana,198509,47.8
Montana,198510,41.1
Montana,198511,13
Montana,198512,18.7
Montana,198601,28.3
Montana,198602,19.3
Montana,198603,40
Montana,198604,40.6
Montana,198605,50.8
Montana,198606,63.5
Montana,198607,62.6
Montana,198608,65.2
Montana,198609,48.9
Montana,198610,44.8
Montana,198611,26.7
Montana,198612,25.1
Montana,198701,24.2
Montana,198702,29.8
Montana,198703,33
Montana,198704,48
Montana,198705,54.7
Montana,198706,61.9
Montana,198707,64.4
Montana,198708,60
Montana,198709,56.5
Montana,198710,43.9
Montana,198711,34.7
Montana,198712,24.1
Montana,198801,17.4
Montana,198802,24.4
Montana,198803,33.6
Montana,198804,44.1
Montana,198805,54.7
Montana,198806,67.9
Montana,198807,67.9
Montana,198808,65.2
Montana,198809,53.8
Montana,198810,46.7
Montana,198811,30.6
Montana,198812,23.1
Montana,198901,21.4
Montana,198902,9.4
Montana,198903,26.7
Montana,198904,41
Montana,198905,49.9
Montana,198906,58.8
Montana,198907,68.8
Montana,198908,63.1
Montana,198909,54.3
Montana,198910,43.1
Montana,198911,33
Montana,198912,20.2
Montana,199001,25.6
Montana,199002,23.8
Montana,199003,33.4
Montana,199004,42.3
Montana,199005,48.8
Montana,199006,58.9
Montana,199007,65.6
Montana,199008,66.1
Montana,199009,60.3
Montana,199010,42.6
Montana,199011,33.1
Montana,199012,13.2
Montana,199101,15.6
Montana,199102,33.9
Montana,199103,32.1
Montana,199104,40.6
Montana,199105,49.8
Montana,199106,58.2
Montana,199107,66.3
Montana,199108,68.6
Montana,199109,55.6
Montana,199110,40.4
Montana,199111,27.2
Montana,199112,27
Montana,199201,28
Montana,199202,32.3
Montana,199203,38.7
Montana,199204,43.8
Montana,199205,53.5
Montana,199206,60.9
Montana,199207,59.9
Montana,199208,61.4
Montana,199209,53.4
Montana,199210,44.7
Montana,199211,29.7
Montana,199212,15.4
Montana,199301,12.2
Montana,199302,15.1
Montana,199303,34.4
Montana,199304,41.5
Montana,199305,53.7
Montana,199306,55.8
Montana,199307,57.2
Montana,199308,59.7
Montana,199309,51.6
Montana,199310,43
Montana,199311,25.2
Montana,199312,26.3
Montana,199401,20.8
Montana,199402,15.2
Montana,199403,35.9
Montana,199404,42.6
Montana,199405,53.6
Montana,199406,59.3
Montana,199407,65.9
Montana,199408,66.6
Montana,199409,58.6
Montana,199410,42.5
Montana,199411,27.5
Montana,199412,23.9
Montana,199501,22.4
Montana,199502,27.8
Montana,199503,29.9
Montana,199504,38
Montana,199505,48.4
Montana,199506,57.9
Montana,199507,64.1
Montana,199508,64.4
Montana,199509,54.5
Montana,199510,41.3
Montana,199511,31.4
Montana,199512,20.8
Montana,199601,11.3
Montana,199602,23.1
Montana,199603,24.2
Montana,199604,41.7
Montana,199605,45.9
Montana,199606,60.5
Montana,199607,66
Montana,199608,66.5
Montana,199609,52.6
Montana,199610,41.8
Montana,199611,22.3
Montana,199612,15
Montana,199701,14.3
Montana,199702,26
Montana,199703,31.8
Montana,199704,36
Montana,199705,51
Montana,199706,60.6
Montana,199707,64.4
Montana,199708,64.8
Montana,199709,58.1
Montana,199710,43.4
Montana,199711,30.4
Montana,199712,25.8
Montana,199801,19
Montana,199802,30.4
Montana,199803,28.9
Montana,199804,43.7
Montana,199805,52.7
Montana,199806,54.4
Montana,199807,69.1
Montana,199808,68.1
Montana,199809,61.4
Montana,199810,44.2
Montana,199811,33.1
Montana,199812,21.2
Montana,199901,22.2
Montana,199902,30.2
Montana,199903,35.2
Montana,199904,40
Montana,199905,48.7
Montana,199906,57
Montana,199907,64
Montana,199908,66.4
Montana,199909,51.6
Montana,199910,44.7
Montana,199911,39
Montana,199912,29.5
Montana,200001,22.1
Montana,200002,26.9
Montana,200003,35.5
Montana,200004,43.2
Montana,200005,51.5
Montana,200006,58
Montana,200007,68.4
Montana,200008,66.8
Montana,200009,54.4
Montana,200010,43.5
Montana,200011,22.1
Montana,200012,15.8
Montana,200101,24.6
Montana,200102,16.5
Montana,200103,33.8
Montana,200104,41.1
Montana,200105,53.3
Montana,200106,58.4
Montana,200107,67.1
Montana,200108,68.9
Montana,200109,58.7
Montana,200110,42.7
Montana,200111,36.3
Montana,200112,22.4
Montana,200201,22.7
Montana,200202,26.4
Montana,200203,19.8
Montana,200204,37.6
Montana,200205,47.5
Montana,200206,59.5
Montana,200207,69.6
Montana,200208,61.3
Montana,200209,55.7
Montana,200210,36.6
Montana,200211,33.8
Montana,200212,26.8
Montana,200301,24.7
Montana,200302,21.4
Montana,200303,29.8
Montana,200304,44.1
Montana,200305,50.1
Montana,200306,58.4
Montana,200307,70.3
Montana,200308,70
Montana,200309,54.6
Montana,200310,47.5
Montana,200311,24
Montana,200312,25.1
Montana,200401,17
Montana,200402,24.1
Montana,200403,37.5
Montana,200404,44.3
Montana,200405,48.1
Montana,200406,56.1
Montana,200407,66.1
Montana,200408,62.4
Montana,200409,54.1
Montana,200410,43.1
Montana,200411,33.6
Montana,200412,27.4
Montana,200501,18.1
Montana,200502,28.9
Montana,200503,34.6
Montana,200504,42.7
Montana,200505,49
Montana,200506,57.7
Montana,200507,67.6
Montana,200508,63.9
Montana,200509,55.4
Montana,200510,45.1
Montana,200511,33.2
Montana,200512,20.5
Montana,200601,31.4
Montana,200602,23.4
Montana,200603,30.6
Montana,200604,44.9
Montana,200605,52.9
Montana,200606,61.6
Montana,200607,71.2
Montana,200608,65.5
Montana,200609,54.8
Montana,200610,40.4
Montana,200611,30.3
Montana,200612,25.5
Montana,200701,21.8
Montana,200702,22
Montana,200703,38.9
Montana,200704,40.9
Montana,200705,52.1
Montana,200706,60.7
Montana,200707,73.3
Montana,200708,65.8
Montana,200709,55
Montana,200710,44.6
Montana,200711,31.6
Montana,200712,21.6
Montana,200801,18.1
Montana,200802,24.2
Montana,200803,31.2
Montana,200804,37.6
Montana,200805,49.6
Montana,200806,56.7
Montana,200807,66.5
Montana,200808,65.6
Montana,200809,53.6
Montana,200810,43.7
Montana,200811,35.8
Montana,200812,14
Montana,200901,21.1
Montana,200902,25.1
Montana,200903,28.3
Montana,200904,39.8
Montana,200905,50.5
Montana,200906,56.6
Montana,200907,64.6
Montana,200908,63.4
Montana,200909,60.7
Montana,200910,36.4
Montana,200911,35.2
Montana,200912,12
Montana,201001,20.6
Montana,201002,21.1
Montana,201003,36.2
Montana,201004,41.6
Montana,201005,46.3
Montana,201006,57.5
Montana,201007,64.3
Montana,201008,63.8
Montana,201009,54.1
Montana,201010,47.6
Montana,201011,26.6
Montana,201012,19
Montana,201101,19.1
Montana,201102,16.4
Montana,201103,28.6
Montana,201104,37.7
Montana,201105,47.1
Montana,201106,56.3
Montana,201107,66.6
Montana,201108,66.8
Montana,201109,58.3
Montana,201110,45.9
Montana,201111,30
Montana,201112,26.2
Montana,201201,25.1
Montana,201202,24.9
Montana,201203,39.4
Montana,201204,44.8
Montana,201205,49.5
Montana,201206,60.2
Montana,201207,70.7
Montana,201208,66.7
Montana,201209,58.2
Montana,201210,41
Montana,201211,32.4
Montana,201212,21.5
Montana,201301,21.7
Montana,201302,27.4
Montana,201303,30.5
Montana,201304,36.9
Montana,201305,51.9
Montana,201306,59
Montana,201307,67.5
Montana,201308,67.3
Montana,201309,58.8
Montana,201310,40.8
Montana,201311,30.4
Montana,201312,16.4
Montana,201401,24.5
Montana,201402,14.7
Montana,201403,29.4
Montana,201404,41
Montana,201405,51.1
Montana,201406,56.5
Montana,201407,67.6
Montana,201408,64.8
Montana,201409,55.1
Montana,201410,47.9
Montana,201411,25.3
Montana,201412,25
Montana,201501,24.7
Montana,201502,26.9
Montana,201503,39.5
Montana,201504,42.8
Montana,201505,49.6
Montana,201506,63.8
Montana,201507,66.2
Montana,201508,65.9
Montana,201509,57.3
Montana,201510,48
Montana,201511,30
Montana,201512,23.6
Montana,201601,23.4
Montana,201602,33.6
Montana,201603,37.4
Montana,201604,45
Montana,201605,51
Montana,201606,62.4
Montana,201607,65.9
Montana,201608,64.4
Montana,201609,54.8
Montana,201610,44.3
Montana,201611,39.1
Montana,201612,14.2
Montana,201701,15.2
Montana,201702,25.4
Montana,201703,35.8
Montana,201704,42.1
Montana,201705,52.3
Montana,201706,60.6
Montana,201707,71.6
Montana,201708,65.5
Montana,201709,55.2
Montana,201710,42.6
Montana,201711,30.7
Montana,201712,21.1
Montana,201801,21.7
Montana,201802,11.4
Montana,201803,28.3
Montana,201804,37.9
Montana,201805,55.7
Montana,201806,59.2
Montana,201807,66.8
Montana,201808,64.5
Montana,201809,53
Montana,201810,41.6
Montana,201811,30.2
Montana,201812,25
Montana,201901,24.7
Montana,201902,5.1
Montana,201903,25.2
Montana,201904,41.9
Montana,201905,47.7
Montana,201906,58.6
Montana,201907,65
Montana,201908,64.8
Montana,201909,55
Montana,201910,35.4
Montana,201911,29.3
Montana,201912,25.8
Montana,202001,23.4
Montana,202002,25.6
Montana,202003,31.6
Montana,202004,38.3
Montana,202005,50.6
Montana,202006,59.3
Montana,202007,65.6
Montana,202008,67.4
Montana,202009,57
Montana,202010,39.3
Montana,202011,32.8
Montana,202012,28.5
Montana,202101,26.7
Montana,202102,13.7
Montana,202103,36.1
Montana,202104,40.5
Montana,202105,48.6
Montana,202106,65.3
